./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,708,471,782,504,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,639,425,700,471,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,594,399,658,450,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,562,390,623,428,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,540,372,605,405,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,514,333,582,368,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,501,317,565,348,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,501,299,546,327,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,489,284,537,311,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,463,262,511,291,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,458,252,507,274,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,448,242,493,262,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,442,230,491,249,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,439,214,484,235,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,429,208,471,227,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,420,199,463,219,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,398,188,439,206,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,46,391,60,417,people
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,421,433,495,477,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,369,346,433,380,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,398,410,470,456,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,394,393,464,429,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,377,364,448,402,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,357,312,415,343,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,359,298,413,320,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,348,283,391,311,van
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,345,271,397,290,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,340,260,400,278,van
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,340,250,392,266,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,332,231,386,253,van
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,323,213,368,238,van
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,317,195,362,226,truck
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,316,188,352,203,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,308,179,352,196,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,345,163,382,181,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,384,164,410,186,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,43,398,61,415,motor
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,324,167,338,173,bicycle
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,362,143,392,161,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,310,150,346,165,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,258,375,288,418,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,218,348,236,376,tricycle
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,249,297,272,327,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,0,298,26,332,awning-tricycle
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,33,279,57,309,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,47,243,73,271,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,72,202,100,230,van
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,87,125,102,140,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,170,113,185,126,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,102,81,115,94,car
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,415,207,420,216,pedestrian
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,428,197,436,210,pedestrian
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,234,391,242,408,people
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,879,256,891,275,pedestrian
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,897,225,905,242,pedestrian
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,57,341,68,361,people
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,55,345,68,364,bicycle
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,55,313,65,333,pedestrian
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,53,320,67,333,bicycle
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,232,236,239,250,pedestrian
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,237,236,243,250,pedestrian
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,193,235,200,248,people
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,192,241,203,252,motor
./aiskyeye_dataset/VisDrone2019-DET-train/images/0000002_00005_d_0000014.jpg,178,234,184,244,people
